NO,NO,TRAIN,NAME,FROM,DEP,TO,ARR
16126,16126,16126,JU MS EXPRESS   ,JODHPUR JN     ,21:15,CHENNAI EGMORE ,16:55
16127,16127,16127,MS GURUVAYUR EX ,CHENNAI EGMORE ,07:40,GURUVAYUR      ,05:50
16128,16128,16128,GUV CHENNAI EXP ,GURUVAYUR      ,21:10,CHENNAI EGMORE ,21:15
16129,16129,16129,MS TN LINK EXP  ,CHENNAI EGMORE ,07:40,TUTICORIN      ,20:35
16130,16130,16130,TN MS LINK EXP  ,TUTICORIN      ,07:35,CHENNAI EGMORE ,21:15
16175,16175,16175,KARAIKAL EXP    ,CHENNAI EGMORE ,23:15,KARAIKAL       ,07:45
16176,16176,16176,CHENNAI EXP     ,KARAIKAL       ,20:45,CHENNAI EGMORE ,05:25
16177,16177,16177,ROCK FORT EXP   ,CHENNAI EGMORE ,22:30,TIRUCHCHIRAPALI,05:30
16178,16178,16178,ROCKFORT EXPRESS,TIRUCHCHIRAPALI,22:20,CHENNAI EGMORE ,05:15
16179,16179,16179,MANNAI EXP      ,CHENNAI EGMORE ,22:00,MANNARGUDI     ,06:25
16180,16180,16180,MANNAI EXP      ,MANNARGUDI     ,21:15,CHENNAI EGMORE ,05:50
16181,16181,16181,SILAMBU EXPRESS ,CHENNAI EGMORE ,20:20,MANAMADURAI JN ,07:45
16182,16182,16182,SILAMBU EXPRESS ,MANAMADURAI JN ,20:15,CHENNAI EGMORE ,06:05
16183,16183,16183,UZHAVAN EXPRESS ,CHENNAI EGMORE ,23:30,THANJAVUR      ,07:15
16184,16184,16184,UZHAVAN EXPRESS ,THANJAVUR      ,20:45,CHENNAI EGMORE ,04:55
16185,16185,16185,VELANKANNI EXP  ,CHENNAI EGMORE ,23:15,VELLANKANNI    ,07:45
16186,16186,16186,VELANKANNI EXP  ,VELLANKANNI    ,20:45,CHENNAI EGMORE ,05:25
16187,16187,16187,ERNAKULAM EXP   ,KARAIKAL       ,16:10,ERNAKULAM JN   ,06:25
16188,16188,16188,ERS KARAIKALEXP ,ERNAKULAM JN   ,22:05,KARAIKAL       ,11:50
16201,16201,16201,SBC SMET EXP    ,BANGALORE CY JN,16:30,SHIMOGA TOWN   ,21:40
16202,16202,16202,SMET SBC EXP    ,SHIMOGA TOWN   ,06:40,BANGALORE CY JN,11:55
16203,16203,16203,TIRUPATHY EXP   ,CHENNAI CENTRAL,16:35,TIRUPATI       ,20:10
16204,16204,16204,TPTY MAS EXPRESS,TIRUPATI       ,07:20,CHENNAI CENTRAL,11:30
16205,16205,16205,MYSORE EXPRESS  ,TALGUPPA       ,14:30,MYSORE JN      ,22:15
16206,16206,16206,TALGUPPA EXP    ,MYSORE JN      ,06:00,TALGUPPA       ,13:35
16209,16209,16209,AII MYS EXPRESS ,AJMER JN       ,05:35,MYSORE JN      ,06:20
16210,16210,16210,AJMER EXPRESS   ,MYSORE JN      ,18:00,AJMER JN       ,17:30
16215,16215,16215,CHAMUNDI EXP    ,MYSORE JN      ,06:45,BANGALORE CY JN,09:40
16216,16216,16216,CHAMUNDI EXPRES ,BANGALORE CY JN,18:15,MYSORE JN      ,21:10
16217,16217,16217,MYS SNSI EXPRESS,MYSORE JN      ,05:15,SAINAGAR SHIRDI,11:30
16218,16218,16218,SNSI MYS EXPRESS,SAINAGAR SHIRDI,23:55,MYSORE JN      ,06:20
16227,16227,16227,TALGUPPA EXP    ,BANGALORE CY JN,23:00,TALGUPPA       ,07:15
16228,16228,16228,BANGALORE EXP   ,TALGUPPA       ,20:00,BANGALORE CY JN,04:30
16231,16231,16231,MYSORE EXPRESS  ,MAYILADUTURAI J,17:45,MYSORE JN      ,09:20
16232,16232,16232,MAILADUTURAI EXP,MYSORE JN      ,15:45,MAYILADUTURAI J,07:00
16235,16235,16235,MYSORE  EXP     ,TUTICORIN      ,16:35,MYSORE JN      ,10:10
16236,16236,16236,TUTICORIN EXP   ,MYSORE JN      ,17:45,TUTICORIN      ,11:10
16301,16301,16301,VENAD EXPRESS   ,SHORANUR JN    ,14:20,TRIVANDRUM CNTL,22:10
16302,16302,16302,VENAD EXPRESS   ,TRIVANDRUM CNTL,05:00,SHORANUR JN    ,12:45
16303,16303,16303,VANCHINAD EXP   ,ERNAKULAM JN   ,05:00,TRIVANDRUM CNTL,09:50
16304,16304,16304,VANCHINAD EXP   ,TRIVANDRUM CNTL,17:40,ERNAKULAM JN   ,22:25
16305,16305,16305,CANNANORE EXP   ,ERNAKULAM JN   ,06:50,KANNUR         ,12:30
16306,16306,16306,ERNAKULAM EXP   ,KANNUR         ,14:35,ERNAKULAM JN   ,20:20
16307,16307,16307,CANNANORE EXP   ,ALLEPPEY       ,15:00,KANNUR         ,22:55
16308,16308,16308,ALLEPPEY EXP    ,KANNUR         ,05:00,ALLEPPEY       ,13:00
16309,16309,16309,PATNA EXPRESS   ,ERNAKULAM JN   ,17:10,PATNA JN       ,20:15
16310,16310,16310,PNBE ERS EXPRESS,PATNA JN       ,14:00,ERNAKULAM JN   ,17:30
16311,16311,16311,BKN KCVL EXPRES ,BIKANER JN     ,20:40,KOCHUVELI      ,02:45
16312,16312,16312,BIKANER EXPRESS ,KOCHUVELI      ,15:35,BIKANER JN     ,22:00
16313,16313,16313,CANNANORE EXP   ,ERNAKULAM JN   ,16:20,KANNUR         ,22:55
16314,16314,16314,ERNAKULAM EXP   ,KANNUR         ,05:00,ERNAKULAM JN   ,11:30
16315,16315,16315,KOCHUVELI EXP   ,BANGALORE CY JN,17:15,KOCHUVELI      ,09:00
16316,16316,16316,BANGALORE EXP   ,KOCHUVELI      ,16:50,BANGALORE CY JN,08:35
16317,16317,16317,HIMSAGAR EXP    ,KANYAKUMARI    ,14:00,JAMMU TAWI     ,13:10
16318,16318,16318,HIMSAGAR EXP    ,JAMMU TAWI     ,23:45,KANYAKUMARI    ,21:40
16321,16321,16321,TRIVANDRUM EXP  ,BANGALORE CY JN,17:15,TRIVANDRUM CNTL,09:15
16322,16322,16322,BANGALORE EXP   ,TRIVANDRUM CNTL,16:35,BANGALORE CY JN,08:35
16323,16323,16323,SHALIMAR EXP    ,TRIVANDRUM CNTL,16:35,SHALIMAR       ,13:50
16324,16324,16324,SHM TVC EXPRESS ,SHALIMAR       ,22:45,TRIVANDRUM CNTL,22:25
16325,16325,16325,AHILYANAGARI EX ,INDORE JN BG   ,16:40,TRIVANDRUM CNTL,17:30
16326,16326,16326,AHILYANAGARI EX ,TRIVANDRUM CNTL,06:15,INDORE JN BG   ,05:15
16327,16327,16327,KRBA TVC EXPRES ,KORBA          ,19:40,TRIVANDRUM CNTL,17:30
16328,16328,16328,KORBA EXPRESS   ,TRIVANDRUM CNTL,05:45,KORBA          ,03:50
16331,16331,16331,TRIVANDRAM EXP  ,MUMBAI CST     ,12:05,TRIVANDRUM CNTL,03:10
16332,16332,16332,MUMBAI EXPRESS  ,TRIVANDRUM CNTL,04:30,MUMBAI CST     ,20:50
16333,16333,16333,VRL TVC EXPRESS ,VERAVAL        ,03:00,TRIVANDRUM CNTL,02:45
16334,16334,16334,VERAVAL EXPRESS ,TRIVANDRUM CNTL,15:35,VERAVAL        ,16:50
16335,16335,16335,NAGERCOIL EXP   ,GANDHIDHAM BG  ,05:30,NAGERCOIL JN   ,04:15
16336,16336,16336,GANDHIDHAM EXP  ,NAGERCOIL JN   ,14:00,GANDHIDHAM BG  ,13:20
16337,16337,16337,OKHA ERS EXPRESS,OKHA           ,02:00,ERNAKULAM JN   ,22:20
16338,16338,16338,OKHA EXPRESS    ,ERNAKULAM JN   ,20:05,OKHA           ,17:25
16339,16339,16339,NAGARCOIL EXP   ,MUMBAI CST     ,12:05,NAGERCOIL JN   ,03:15
16340,16340,16340,MUMBAI EXPRESS  ,NAGERCOIL JN   ,06:30,MUMBAI CST     ,20:50
16341,16341,16341,TRIVANDRUM EXP  ,GURUVAYUR      ,03:30,TRIVANDRUM CNTL,10:15
16342,16342,16342,GURUVAYUR EXP   ,TRIVANDRUM CNTL,17:30,GURUVAYUR      ,00:20
16343,16343,16343,AMRITHA EXPRESS ,TRIVANDRUM CNTL,22:30,PALGHAT TOWN   ,08:00
16344,16344,16344,AMRITHA EXPRESS ,PALGHAT TOWN   ,21:45,TRIVANDRUM CNTL,06:25
16345,16345,16345,NETRAVATI EXP   ,LOKMANYATILAK T,11:40,TRIVANDRUM CNTL,18:40
16346,16346,16346,NETRAVATHI EXP  ,TRIVANDRUM CNTL,09:50,LOKMANYATILAK T,16:40
16347,16347,16347,MANGALORE EXP   ,TRIVANDRUM CNTL,20:40,MANGALORE CNTL ,10:55
16348,16348,16348,TRIVANDRUM EXP  ,MANGALORE CNTL ,14:20,TRIVANDRUM CNTL,04:45
16349,16349,16349,RAJYA RANI EXP  ,TRIVANDRUM CNTL,22:30,NILAMBUR ROAD  ,07:25
16350,16350,16350,RAJYA RANI EXP  ,NILAMBUR ROAD  ,20:40,TRIVANDRUM CNTL,06:25
16351,16351,16351,NAGARCOIL EXP   ,MUMBAI CST     ,12:05,NAGERCOIL JN   ,04:15
16352,16352,16352,NCJ MUMBAI EXP  ,NAGERCOIL JN   ,05:00,MUMBAI CST     ,20:50
16353,16353,16353,KCG NCJ EXP     ,KACHEGUDA      ,16:00,NAGERCOIL JN   ,21:10
16354,16354,16354,KACHEGUDA EXP   ,NAGERCOIL JN   ,08:10,KACHEGUDA      ,14:00
16359,16359,16359,ERS PATNA EXP   ,ERNAKULAM JN   ,23:00,PATNA JN       ,09:50
16360,16360,16360,PNBE ERS EXPRES ,PATNA JN       ,16:30,ERNAKULAM JN   ,23:15
16381,16381,16381,KANYAKUMARI EXP ,MUMBAI CST     ,15:45,KANYAKUMARI    ,12:15
16382,16382,16382,CAPE MUMBAI EXP ,KANYAKUMARI    ,05:45,MUMBAI CST     ,04:50
16501,16501,16501,ADI YPR EXPRESS ,AHMEDABAD JN   ,18:00,YESVANTPUR JN  ,04:20
16502,16502,16502,AHMADABAD EXP   ,YESVANTPUR JN  ,13:30,AHMEDABAD JN   ,03:45
16505,16505,16505,GIMB SBC EXPRESS,GANDHIDHAM BG  ,09:00,BANGALORE CY JN,03:15
16506,16506,16506,GANDHIDHAM EXP  ,BANGALORE CY JN,21:55,GANDHIDHAM BG  ,13:20
16507,16507,16507,BGKT SBCEXP     ,BHAGAT KI KOTHI,05:40,BANGALORE CY JN,03:15
16508,16508,16508,JODHPUR EXPRESS ,BANGALORE CY JN,21:55,JODHPUR JN     ,16:35
16515,16515,16515,YPR KAWR EXPRES ,YESVANTPUR JN  ,07:30,KARWAR         ,23:00
16516,16516,16516,KAWR YPR EXPRES ,KARWAR         ,05:30,YESVANTPUR JN  ,22:00
16517,16517,16517,KANNUR  EXP     ,YESVANTPUR JN  ,20:20,KANNUR         ,11:40
16518,16518,16518,YESVANTPUR EXP  ,KANNUR         ,16:30,YESVANTPUR JN  ,08:55
16523,16523,16523,KARWAR  EXP     ,YESVANTPUR JN  ,20:20,KARWAR         ,14:00
16524,16524,16524,YESVANTPUR EXP  ,KARWAR         ,14:40,YESVANTPUR JN  ,08:55
16525,16525,16525,BANGALORE EXP   ,KANYAKUMARI    ,10:30,BANGALORE CY JN,07:20
16526,16526,16526,KANYAKUMARI EXP ,BANGALORE CY JN,21:40,KANYAKUMARI    ,18:05
16527,16527,16527,YPR CANNANORE EX,YESVANTPUR JN  ,20:00,KANNUR         ,08:25
16528,16528,16528,YESVANTPUR EXP  ,KANNUR         ,18:25,YESVANTPUR JN  ,07:40
16531,16531,16531,SBC GARIB NAWAJ ,AJMER JN       ,05:35,BANGALORE CY JN,04:45
16532,16532,16532,GARIB NAWAZ EXP ,BANGALORE CY JN,17:00,AJMER JN       ,17:30
16533,16533,16533,BGKT SBC EXPRES ,BHAGAT KI KOTHI,05:40,BANGALORE CY JN,04:45
16534,16534,16534,SBC JODHPUR EXP ,BANGALORE CY JN,17:00,JODHPUR JN     ,16:35
16535,16535,16535,GOLGUMBAZ EXP   ,MYSORE JN      ,15:30,SOLAPUR JN     ,13:30
16536,16536,16536,GOLGUMBAZ EXP   ,SOLAPUR JN     ,14:40,MYSORE JN      ,11:15
16537,16537,16537,NAGERCOIL  EXP  ,BANGALORE CY JN,23:05,NAGERCOIL JN   ,14:00
16557,16557,16557,RAJYARANI EXP   ,MYSORE JN      ,14:25,BANGALORE CY JN,17:10
16558,16558,16558,RAJYARANI EXP   ,BANGALORE CY JN,11:15,MYSORE JN      ,14:00
16561,16561,16561,KOCHUVELI  ACEXP,YESVANTPUR JN  ,15:20,KOCHUVELI      ,06:50
16562,16562,16562,KCVL YPR AC EXP ,KOCHUVELI      ,12:50,YESVANTPUR JN  ,04:30
16565,16565,16565,MANGALOREEXP    ,YESVANTPUR JN  ,23:55,MANGALORE CNTL ,17:40
16566,16566,16566,YESVANTPUR  EXP ,MANGALORE CNTL ,20:00,YESVANTPUR JN  ,13:30
16569,16569,16569,YPR KCG EXP     ,YESVANTPUR JN  ,14:30,KACHEGUDA      ,03:40
16570,16570,16570,KCG YPR EXP     ,KACHEGUDA      ,14:00,YESVANTPUR JN  ,03:30
16571,16571,16571,YPR BIDR EXP    ,YESVANTPUR JN  ,19:15,BIDAR          ,09:30
16572,16572,16572,BIDR YPR EXP    ,BIDAR          ,18:25,YESVANTPUR JN  ,07:40
16573,16573,16573,PUDUCHERRY EXP  ,YESVANTPUR JN  ,21:00,PUDUCHERRY     ,07:50
16574,16574,16574,YESVANTPUR EXP  ,PUDUCHERRY     ,21:00,YESVANTPUR JN  ,08:00
16589,16589,16589,RANI CHENNAMMA  ,BANGALORE CY JN,21:15,C SHAHUMHARAJ T,13:40
16590,16590,16590,RANICHENNAMA EX ,C SHAHUMHARAJ T,14:20,BANGALORE CY JN,07:00
16591,16591,16591,HAMPI EXPRESS   ,HUBLI JN       ,18:00,MYSORE JN      ,09:40
16592,16592,16592,HAMPI EXP       ,MYSORE JN      ,18:15,HUBLI JN       ,11:00
16593,16593,16593,NED SBC EXP     ,H SAHIB NANDED ,06:00,BANGALORE CY JN,05:30
16594,16594,16594,SBC NANDED EXP  ,BANGALORE CY JN,22:45,H SAHIB NANDED ,22:55
16603,16603,16603,MAVELI EXPRESS  ,MANGALORE CNTL ,17:45,TRIVANDRUM CNTL,07:05
16604,16604,16604,MAVELI EXPRESS  ,TRIVANDRUM CNTL,19:30,MANGALORE CNTL ,08:00
16605,16605,16605,ERNAD EXPRESS   ,MANGALORE CNTL ,07:20,NAGERCOIL JN   ,23:15
16606,16606,16606,ERNAD EXPRESS   ,NAGERCOIL JN   ,02:00,MANGALORE CNTL ,17:20
16609,16609,16609,COIMBATORE EXP  ,NAGERCOIL JN   ,20:30,COIMBATORE JN  ,07:20
16610,16610,16610,NAGERCOIL EXP   ,COIMBATORE JN  ,20:30,NAGERCOIL JN   ,07:05
16611,16611,16611,TN CBE LINK EXP ,TUTICORIN      ,21:30,COIMBATORE JN  ,07:20
16612,16612,16612,CBE TN LINK EXP ,COIMBATORE JN  ,20:30,TUTICORIN      ,06:10
16613,16613,16613,COIMBATORE EXP  ,RAJKOT JN      ,05:00,COIMBATORE JN  ,02:00
16614,16614,16614,RAJKOT EXPRESS  ,COIMBATORE JN  ,23:45,RAJKOT JN      ,19:00
16615,16615,16615,CHEMMOZHI EXP   ,MANNARGUDI     ,20:10,COIMBATORE JN  ,05:00
16616,16616,16616,CHEMMOZHI EXP   ,COIMBATORE JN  ,23:55,MANNARGUDI     ,07:55
16617,16617,16617,COIMBATORE EXP  ,RAMESWARAM     ,19:00,COIMBATORE JN  ,06:40
16618,16618,16618,RAMESWARAM EXP  ,COIMBATORE JN  ,19:45,RAMESWARAM     ,06:45
16627,16627,16627,WEST COAST EXP  ,CHENNAI CENTRAL,11:30,MANGALORE CNTL ,04:20
16628,16628,16628,WEST COAST EXP  ,MANGALORE CNTL ,22:00,CHENNAI CENTRAL,15:15
16629,16629,16629,MALABAR EXP     ,TRIVANDRUM CNTL,18:30,MANGALORE CNTL ,10:05
16630,16630,16630,MALABAR EXPRESS ,MANGALORE CNTL ,18:20,TRIVANDRUM CNTL,09:00
16649,16649,16649,PARASURAM EXP   ,MANGALORE CNTL ,04:50,NAGERCOIL JN   ,20:35
16650,16650,16650,PARASURAM EXP   ,NAGERCOIL JN   ,04:20,MANGALORE CNTL ,20:30
16669,16669,16669,YERCAUD EXPRESS ,CHENNAI CENTRAL,22:40,ERODE JN       ,06:25
16670,16670,16670,YERCAUD EXP     ,ERODE JN       ,21:00,CHENNAI CENTRAL,04:30
16687,16687,16687,NAVYUG EXP      ,MANGALORE CNTL ,16:50,JAMMU TAWI     ,13:10
16688,16688,16688,NAVYUG EXPRESS  ,JAMMU TAWI     ,23:45,MANGALORE CNTL ,22:45
16713,16713,16713,RAMESWARAM EXP  ,CHENNAI EGMORE ,17:00,RAMESWARAM     ,04:45
16714,16714,16714,RMM CHENNAI EXP ,RAMESWARAM     ,20:00,CHENNAI EGMORE ,08:20
16723,16723,16723,ANANTAPURI EXP  ,CHENNAI EGMORE ,19:35,TRIVANDRUM CNTL,12:10
16724,16724,16724,ANANTAPURI EXP  ,TRIVANDRUM CNTL,16:20,CHENNAI EGMORE ,08:40
16733,16733,16733,RMM OKHA EXPRES ,RAMESWARAM     ,20:45,OKHA           ,13:45
16734,16734,16734,RAMESWARAM EXP  ,OKHA           ,06:30,RAMESWARAM     ,19:45
16779,16779,16779,TPTY RMM EXP    ,TIRUPATI       ,13:10,RAMESWARAM     ,08:45
16780,16780,16780,RMM TPTY EXP    ,RAMESWARAM     ,16:00,TIRUPATI       ,10:35
16787,16787,16787,TEN JAMMU EXP   ,TIRUNELVELI    ,16:00,JAMMU TAWI     ,13:10
16853,16853,16853,TRICHY EXPRESS  ,CHENNAI EGMORE ,08:15,TIRUCHCHIRAPALI,16:35
16854,16854,16854,CHENNAI EXPRESS ,TIRUCHCHIRAPALI,09:35,CHENNAI EGMORE ,17:50
16855,16855,16855,MANGALORE EXP   ,PUDUCHERRY     ,16:35,MANGALORE CNTL ,09:50
16856,16856,16856,PUDUCHERRY EXP  ,MANGALORE CNTL ,16:50,PUDUCHERRY     ,10:00
16857,16857,16857,MANGALORE EXP   ,PUDUCHERRY     ,16:35,MANGALORE CNTL ,09:50
16858,16858,16858,PUDUCHERRY EXP  ,MANGALORE CNTL ,16:50,PUDUCHERRY     ,10:00
16859,16859,16859,MS MANGALORE EXP,CHENNAI EGMORE ,22:15,MANGALORE CNTL ,21:50
16860,16860,16860,MAQ CHENNAI EXP ,MANGALORE CNTL ,06:50,CHENNAI EGMORE ,05:05
16861,16861,16861,PDY CAPE EXPRESS,PUDUCHERRY     ,11:30,KANYAKUMARI    ,03:15
16862,16862,16862,PUDUCHERRY EXP  ,KANYAKUMARI    ,13:35,PUDUCHERRY     ,05:25
17001,17001,17001,SNSI SC EXP     ,SAINAGAR SHIRDI,17:10,SECUNDERABAD JN,09:25
17002,17002,17002,SC SNSI EXP     ,SECUNDERABAD JN,16:40,SAINAGAR SHIRDI,09:15
17005,17005,17005,HYB RXL EXPRESS ,HYDERABAD DECAN,21:30,RAXAUL JN      ,17:15
17006,17006,17006,DBG HYB EXPRESS ,RAXAUL JN      ,03:15,HYDERABAD DECAN,23:15
17007,17007,17007,SC DBG EXPRESS  ,SECUNDERABAD JN,22:00,DARBHANGA JN   ,13:05
17008,17008,17008,DBG SC EXPRESS  ,DARBHANGA JN   ,07:00,SECUNDERABAD JN,22:10
17013,17013,17013,PUNE HYB EXPRESS,PUNE JN        ,14:15,HYDERABAD DECAN,04:30
17014,17014,17014,HYB PUNE EXP    ,HYDERABAD DECAN,22:45,PUNE JN        ,13:15
17015,17015,17015,VISAKHA EXPRESS ,BHUBANESWAR    ,08:35,SECUNDERABAD JN,07:30
17016,17016,17016,VISAKHA EXP     ,SECUNDERABAD JN,17:00,BHUBANESWAR    ,15:40
17017,17017,17017,RJT SC EXPRESS  ,RAJKOT JN      ,05:00,SECUNDERABAD JN,10:30
17018,17018,17018,RAJKOT EXPRESS  ,SECUNDERABAD JN,15:00,RAJKOT JN      ,19:00
17019,17019,17019,AII HYB EXP     ,AJMER JN       ,17:40,HYDERABAD DECAN,08:10
17020,17020,17020,HYB AII  EXP    ,HYDERABAD DECAN,15:15,AJMER JN       ,03:05
17023,17023,17023,TUNGABHADRA EXP ,SECUNDERABAD JN,07:30,KURNOOL CITY   ,12:30
17024,17024,17024,TUNGABHADRA EXP ,KURNOOL CITY   ,15:00,SECUNDERABAD JN,19:55
17025,17025,17025,MUGR SC EXPRESS ,MANUGURU       ,21:45,SECUNDERABAD JN,03:45
17026,17026,17026,SC MUGR EXPRESS ,SECUNDERABAD JN,23:45,MANUGURU       ,05:45
17031,17031,17031,HYDERABAD EXP   ,MUMBAI CST     ,12:45,HYDERABAD DECAN,05:55
17032,17032,17032,MUMBAI EXP      ,HYDERABAD DECAN,20:40,MUMBAI CST     ,13:05
17035,17035,17035,TELANGANA EXP   ,SECUNDERABAD JN,08:20,SIRPUR KAGAZNGR,13:45
17036,17036,17036,TELANGANA EXP   ,SIRPUR KAGAZNGR,14:50,SECUNDERABAD JN,20:20
17037,17037,17037,SC BKN EXP      ,SECUNDERABAD JN,23:20,BIKANER JN     ,17:00
17038,17038,17038,BKN SC EXP      ,BIKANER JN     ,15:40,SECUNDERABAD JN,08:50
17049,17049,17049,MTM SC EXP      ,MACHILIPATNAM  ,20:30,SECUNDERABAD JN,05:05
17050,17050,17050,MACHILIPTNM EXP ,SECUNDERABAD JN,22:45,MACHILIPATNAM  ,07:15
17057,17057,17057,DEVAGIRI EXP    ,MUMBAI CST     ,21:05,SECUNDERABAD JN,14:30
17058,17058,17058,DEVAGIRI EXP    ,SECUNDERABAD JN,12:55,MUMBAI CST     ,07:10
17063,17063,17063,AJANTA EXPRESS  ,MANMAD JN      ,21:00,SECUNDERABAD JN,08:55
17064,17064,17064,AJANTA EXPRESS  ,SECUNDERABAD JN,18:10,MANMAD JN      ,06:45
17201,17201,17201,GOLCONDA EXP    ,GUNTUR JN      ,05:45,SECUNDERABAD JN,13:45
17202,17202,17202,GOLCONDA EXP    ,SECUNDERABAD JN,13:05,GUNTUR JN      ,21:20
17203,17203,17203,BVC KAKINADA EX ,BHAVNAGAR TRMUS,04:10,KAKINADA TOWN  ,21:00
17204,17204,17204,CCT BVC EXPRESS ,KAKINADA TOWN  ,04:00,BHAVNAGAR TRMUS,19:50
17205,17205,17205,SNSI CCT EXP    ,SAINAGAR SHIRDI,17:10,KAKINADA TOWN  ,19:20
17206,17206,17206,CCT  SNSI  EXP  ,KAKINADA TOWN  ,06:15,SAINAGAR SHIRDI,09:15
17207,17207,17207,SNSI BZA EXP    ,SAINAGAR SHIRDI,17:10,VIJAYAWADA JN  ,15:20
17208,17208,17208,BZA SNSI EXP    ,VIJAYAWADA JN  ,10:30,SAINAGAR SHIRDI,09:15
17209,17209,17209,SESHADRI EXPRES ,BANGALORE CY JN,11:00,KAKINADA TOWN  ,06:45
17210,17210,17210,SHESHADRI EXP   ,KAKINADA TOWN  ,17:35,BANGALORE CY JN,12:35
17211,17211,17211,KONDAVEEDU EXP  ,MACHILIPATNAM  ,15:15,YESVANTPUR JN  ,09:45
17212,17212,17212,KONDAVEEDU EXP  ,YESVANTPUR JN  ,14:30,MACHILIPATNAM  ,06:35
17213,17213,17213,NS NSL EXP      ,NARASAPUR      ,10:30,NAGARSOL       ,08:30
17214,17214,17214,NSL NS EXP      ,NAGARSOL       ,11:15,NARASAPUR      ,09:30
17221,17221,17221,COA  LTT EXPRESS,KAKINADA PORT  ,09:45,LOKMANYATILAK T,11:05
17222,17222,17222,LTT COA EXPRESS ,LOKMANYATILAK T,12:25,KAKINADA PORT  ,13:45
17223,17223,17223,HUNDRY EXPRESS  ,SECUNDERABAD JN,16:45,KURNOOL CITY   ,21:35
17224,17224,17224,HUNDRY EXPRESS  ,KURNOOL CITY   ,06:05,SECUNDERABAD JN,10:45
17225,17225,17225,AMARAVATHI EXP  ,VIJAYAWADA JN  ,18:55,HUBLI JN       ,09:45
17226,17226,17226,AMARAVATI EXP   ,HUBLI JN       ,12:15,VIJAYAWADA JN  ,02:50
17229,17229,17229,SABARI EXPRESS  ,TRIVANDRUM CNTL,07:15,HYDERABAD DECAN,13:40
17230,17230,17230,SABARI EXP      ,HYDERABAD DECAN,12:00,TRIVANDRUM CNTL,18:55
17231,17231,17231,NS NSL EXP      ,NARASAPUR      ,10:30,NAGARSOL       ,10:00
17232,17232,17232,NSL NS EXP      ,NAGARSOL       ,11:15,NARASAPUR      ,09:30
17233,17233,17233,BHAGYANAGAR EXP ,SECUNDERABAD JN,15:25,BALHARSHAH     ,01:00
17234,17234,17234,BHAGYANAGAR EXP ,BALHARSHAH     ,02:10,SECUNDERABAD JN,10:45
17235,17235,17235,NAGERCOIL EXP   ,BANGALORE CY JN,17:00,NAGERCOIL JN   ,07:50
17236,17236,17236,BANGALORE EXP   ,NAGERCOIL JN   ,16:25,BANGALORE CY JN,09:05
17239,17239,17239,SIMHADRI EXP    ,GUNTUR JN      ,08:00,VISHAKAPATNAM  ,17:50
17240,17240,17240,SIMHADRI EXPRESS,VISHAKAPATNAM  ,07:10,GUNTUR JN      ,15:30
17249,17249,17249,MTM SC EXP      ,MACHILIPATNAM  ,20:30,SECUNDERABAD JN,05:05
17250,17250,17250,MACHILIPTNM EXP ,SECUNDERABAD JN,22:45,MACHILIPATNAM  ,07:15
17255,17255,17255,NS HYDRABAD EXP ,NARASAPUR      ,18:55,HYDERABAD DECAN,05:25
17256,17256,17256,NARASAPUR EXP   ,HYDERABAD DECAN,21:45,NARASAPUR      ,08:40
17301,17301,17301,MYS DHARWAD EXP ,MYSORE JN      ,22:30,DHARWAR        ,08:15
17302,17302,17302,DWR MYSORE EXP  ,DHARWAR        ,20:30,MYSORE JN      ,07:00
17305,17305,17305,NZM LINK EXP    ,HUBLI JN       ,16:15,H NIZAMUDDIN   ,06:15
17307,17307,17307,BASAVA EXPRESS  ,MYSORE JN      ,13:30,BAGALKOT       ,12:10
17308,17308,17308,BASAVA EXPRESS  ,BAGALKOT       ,14:10,MYSORE JN      ,13:50
17309,17309,17309,YPR VASCO EXP   ,YESVANTPUR JN  ,14:45,VASCO DA GAMA  ,06:00
17310,17310,17310,YPR BIWEEKLY EX ,VASCO DA GAMA  ,20:45,YESVANTPUR JN  ,11:25
17311,17311,17311,MAS VASCO EXP   ,CHENNAI CENTRAL,13:50,VASCO DA GAMA  ,13:00
17312,17312,17312,VSG CHENNAI EXP ,VASCO DA GAMA  ,14:30,CHENNAI CENTRAL,11:55
17313,17313,17313,MAS HUBLI EXP   ,CHENNAI CENTRAL,13:50,HUBLI JN       ,06:25
17314,17314,17314,UBL CHENNAI EXP ,HUBLI JN       ,20:25,CHENNAI CENTRAL,11:55
17315,17315,17315,VELANKANNI EXP  ,VASCO DA GAMA  ,09:00,VELLANKANNI    ,12:25
17316,17316,17316,VLKN VSG EXP    ,VELLANKANNI    ,23:45,VASCO DA GAMA  ,06:00
17317,17317,17317,LOKAMANYA TT EXP,HUBLI JN       ,18:50,LOKMANYATILAK T,11:05
17318,17318,17318,LTT HUBLI EXP   ,LOKMANYATILAK T,12:25,HUBLI JN       ,04:35
17319,17319,17319,SECUNDRABAD EXP ,HUBLI JN       ,20:50,SECUNDERABAD JN,11:45
17320,17320,17320,SC  UBL EXP     ,SECUNDERABAD JN,16:00,HUBLI JN       ,07:50
17401,17401,17401,TPTY MTM NS EXP ,TIRUPATI       ,19:40,MACHILIPATNAM  ,05:20
17402,17402,17402,MTM TPTY EXP    ,MACHILIPATNAM  ,19:00,TIRUPATI       ,04:35
17404,17404,17404,NS  TPTY EXP    ,NARASAPUR      ,17:20,TIRUPATI       ,04:35
